Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Sauraha Wildlife Palace,Chitwan,Sauraha Nepal,27.5825,84.4960,+977-56-589100,4.4,115,USD,Available,https://www.saurahawildlifepalace.com
Tharu Riverside Resort,Chitwan,Sauraha Nepal,27.5835,84.4970,+977-56-589200,4.3,100,USD,Available,https://www.tharuriversideresort.com
Lumbini Golden Palace,Lumbini,Lumbini Nepal,27.4704,83.2764,+977-71-589000,4.5,130,USD,Available,https://www.lumbinigoldenpalace.com
Buddha Serenity Resort,Lumbini,Lumbini Nepal,27.4699,83.2759,+977-71-589100,4.4,110,USD,Available,https://www.buddhaserenityresort.com
Maya Sacred Hotel,Lumbini,Lumbini Nepal,27.4707,83.2757,+977-71-589200,4.3,95,USD,Available,https://www.mayasacredhotel.com
Bhairahawa Grand Palace,Bhairahawa,Bhairahawa Nepal,27.5070,83.4560,+977-71-528000,4.4,110,USD,Available,https://www.bhairahawagrandpalace.com
Siddhartha Royal View,Bhairahawa,Bhairahawa Nepal,27.5060,83.4550,+977-71-528100,4.3,95,USD,Available,https://www.siddhartharoyalview.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Rupandehi Royal Resort,Bhairahawa,Rupandehi Nepal,27.5105,83.4565,+977-71-528200,4.2,85,USD,Available,https://www.rupandehiroyalresort.com
Dharan Heritage View,Dharan,Dharan Nepal,26.8110,87.2810,+977-25-526000,4.4,120,USD,Available,https://www.dharanheritageview.com
Koshi Grand Palace,Dharan,Dharan Nepal,26.8125,87.2825,+977-25-526100,4.3,105,USD,Available,https://www.koshigrandpalace.com
Dharan Valley Inn,Dharan,Dharan Nepal,26.8100,87.2800,+977-25-526200,4.2,90,USD,Available,https://www.dharanvalleyinn.com
Ilam Green Mountain Resort,Ilam,Ilam Nepal,26.9115,87.9315,+977-27-526000,4.6,150,USD,Available,https://www.ilamgreenmountainresort.com
Kanyam Royal Retreat,Ilam,Kanyam Nepal,26.8815,87.9215,+977-27-526100,4.5,135,USD,Available,https://www.kanyamroyalretreat.com
Mai Valley Heritage Resort,Ilam,Mai Valley Nepal,26.9160,87.9360,+977-27-526200,4.4,120,USD,Available,https://www.maivalleyheritageresort.com
Janakpur Sacred Palace,Janakpur,Janakpur Nepal,26.7292,85.9262,+977-41-527000,4.4,110,USD,Available,https://www.janakpursacredpalace.com
Mithila Royal Garden,Janakpur,Janakpur Nepal,26.7282,85.9252,+977-41-527100,4.3,95,USD,Available,https://www.mithilaroyalgarden.com
Sita Heritage Palace,Janakpur,Janakpur Nepal,26.7278,85.9248,+977-41-527200,4.2,80,USD,Available,https://www.sitaheritagepalace.com
Palpa Royal Mountain,Tansen,Palpa Nepal,27.8685,83.5475,+977-75-527000,4.5,140,USD,Available,https://www.palparoyalmountain.com
Srinagar Valley Palace,Tansen,Palpa Nepal,27.8690,83.5480,+977-75-527100,4.6,155,USD,Available,https://www.srinagarvalleypalace.com
Tansen Heritage View,Tansen,Palpa Nepal,27.8676,83.5466,+977-75-527200,4.4,115,USD,Available,https://www.tansenheritageview.com
Butwal Royal Garden Resort,Butwal,Butwal Nepal,27.7010,83.4510,+977-71-529000,4.4,120,USD,Available,https://www.butwalroyalgardenresort.com
Western Nepal Palace,Butwal,Butwal Nepal,27.7000,83.4500,+977-71-529100,4.3,100,USD,Available,https://www.westernnepalpalace.com
Biratnagar Valley Resort,Biratnagar,Biratnagar Nepal,26.4538,87.2728,+977-21-529000,4.4,115,USD,Available,https://www.biratnagarvalleyresort.com
Koshi River Palace,Biratnagar,Biratnagar Nepal,26.4528,87.2718,+977-21-529100,4.3,95,USD,Available,https://www.koshiriverpalace.com
Eastern Horizon Hotel,Biratnagar,Biratnagar Nepal,26.4532,87.2722,+977-21-529200,4.2,80,USD,Available,https://www.easternhorizonhotel.com
Pokhara Himalayan Crown,Pokhara,Lakeside Pokhara Nepal,28.2120,83.9590,+977-61-477000,4.6,170,USD,Available,https://www.pokharahimalayancrown.com
Fewa Mountain Palace,Pokhara,Fewa Lake Nepal,28.2112,83.9582,+977-61-477100,4.5,150,USD,Available,https://www.fewamountainpalace.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Annapurna Lake View Hotel,Pokhara,Lakeside Pokhara Nepal,28.2126,83.9576,+977-61-477200,4.5,145,USD,Available,https://www.annapurnalakeviewhotel.com
Pokhara Serenity Resort,Pokhara,Pokhara Nepal,28.2142,83.9562,+977-61-477300,4.4,125,USD,Available,https://www.pokharaserenityresort.com
Mountain Breeze Palace,Pokhara,Pokhara Nepal,28.2150,83.9550,+977-61-477400,4.3,110,USD,Available,https://www.mountainbreezepalace.com
Kathmandu Heritage View,Kathmandu,Thamel Nepal,27.7158,85.3128,+977-1-4708400,4.5,145,USD,Available,https://www.kathmanduheritageview.com
Thamel Royal Garden,Kathmandu,Thamel Nepal,27.7168,85.3138,+977-1-4708500,4.4,130,USD,Available,https://www.thamelroyalgarden.com
Himalayan Grand Palace,Kathmandu,Lazimpat Nepal,27.7198,85.3178,+977-1-4419500,4.6,165,USD,Available,https://www.himalayangrandpalace.com
Kathmandu Valley Inn,Kathmandu,Kathmandu Nepal,27.7140,85.3165,+977-1-4708600,4.2,95,USD,Available,https://www.kathmanduvalleyinn.com
Patan Royal Garden,Lalitpur,Patan Nepal,27.6740,85.3270,+977-1-5543000,4.5,140,USD,Available,https://www.patanroyalgarden.com
Newa Courtyard Hotel,Lalitpur,Patan Nepal,27.6732,85.3262,+977-1-5543100,4.4,125,USD,Available,https://www.newacourtyardhotel.com
Bhaktapur Heritage Crown,Bhaktapur,Bhaktapur Nepal,27.6732,85.4312,+977-1-6620800,4.5,135,USD,Available,https://www.bhaktapurheritagecrown.com
Ancient Bhaktapur Inn,Bhaktapur,Bhaktapur Nepal,27.6722,85.4305,+977-1-6620900,4.3,100,USD,Available,https://www.ancientbhaktapurinn.com
Nagarkot Himalayan Crown,Nagarkot,Nagarkot Nepal,27.7180,85.5210,+977-1-6687800,4.7,180,USD,Available,https://www.nagarkothimalayancrown.com
Nagarkot Valley Resort,Nagarkot,Nagarkot Nepal,27.7170,85.5200,+977-1-6687900,4.5,150,USD,Available,https://www.nagarkotvalleyresort.com
Dhulikhel Royal Heritage,Dhulikhel,Dhulikhel Nepal,27.6240,85.5440,+977-11-492900,4.6,155,USD,Available,https://www.dhulikhelroyalheritage.com
Panauti Heritage Lodge,Panauti,Panauti Nepal,27.5848,85.5133,+977-11-442100,4.3,105,USD,Available,https://www.panautiheritagelodge.com
Bandipur Himalayan Crown,Bandipur,Bandipur Nepal,27.9390,84.4080,+977-65-564700,4.6,150,USD,Available,https://www.bandipurhimalayancrown.com
Gorkha Royal Heritage,Gorkha,Gorkha Nepal,28.0028,84.6348,+977-64-429000,4.5,135,USD,Available,https://www.gorkharoyalheritage.com
Manaslu Mountain Crown,Gorkha,Manaslu Nepal,28.6522,84.6522,+977-64-429100,4.6,165,USD,Available,https://www.manaslumountaincrown.com
Lamjung Valley Palace,Lamjung,Lamjung Nepal,28.2365,84.3765,+977-66-527000,4.4,125,USD,Available,https://www.lamjungvalleypalace.com
Besisahar Mountain View,Lamjung,Besisahar Nepal,28.2335,84.3735,+977-66-527100,4.3,110,USD,Available,https://www.besisaharmountainview.com
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Annapurna Lake View Hotel,Pokhara,Lakeside Pokhara Nepal,28.2126,83.9576,+977-61-477200,4.5,145,USD,Available,https://www.annapurnalakeviewhotel.com
Pokhara Serenity Resort,Pokhara,Pokhara Nepal,28.2142,83.9562,+977-61-477300,4.4,125,USD,Available,https://www.pokharaserenityresort.com
Mountain Breeze Palace,Pokhara,Pokhara Nepal,28.2150,83.9550,+977-61-477400,4.3,110,USD,Available,https://www.mountainbreezepalace.com
Kathmandu Heritage View,Kathmandu,Thamel Nepal,27.7158,85.3128,+977-1-4708400,4.5,145,USD,Available,https://www.kathmanduheritageview.com
Thamel Royal Garden,Kathmandu,Thamel Nepal,27.7168,85.3138,+977-1-4708500,4.4,130,USD,Available,https://www.thamelroyalgarden.com
Himalayan Grand Palace,Kathmandu,Lazimpat Nepal,27.7198,85.3178,+977-1-4419500,4.6,165,USD,Available,https://www.himalayangrandpalace.com
Kathmandu Valley Inn,Kathmandu,Kathmandu Nepal,27.7140,85.3165,+977-1-4708600,4.2,95,USD,Available,https://www.kathmanduvalleyinn.com
Patan Royal Garden,Lalitpur,Patan Nepal,27.6740,85.3270,+977-1-5543000,4.5,140,USD,Available,https://www.patanroyalgarden.com
Newa Courtyard Hotel,Lalitpur,Patan Nepal,27.6732,85.3262,+977-1-5543100,4.4,125,USD,Available,https://www.newacourtyardhotel.com
Bhaktapur Heritage Crown,Bhaktapur,Bhaktapur Nepal,27.6732,85.4312,+977-1-6620800,4.5,135,USD,Available,https://www.bhaktapurheritagecrown.com
Ancient Bhaktapur Inn,Bhaktapur,Bhaktapur Nepal,27.6722,85.4305,+977-1-6620900,4.3,100,USD,Available,https://www.ancientbhaktapurinn.com
Nagarkot Himalayan Crown,Nagarkot,Nagarkot Nepal,27.7180,85.5210,+977-1-6687800,4.7,180,USD,Available,https://www.nagarkothimalayancrown.com
Nagarkot Valley Resort,Nagarkot,Nagarkot Nepal,27.7170,85.5200,+977-1-6687900,4.5,150,USD,Available,https://www.nagarkotvalleyresort.com
Dhulikhel Royal Heritage,Dhulikhel,Dhulikhel Nepal,27.6240,85.5440,+977-11-492900,4.6,155,USD,Available,https://www.dhulikhelroyalheritage.com
Panauti Heritage Lodge,Panauti,Panauti Nepal,27.5848,85.5133,+977-11-442100,4.3,105,USD,Available,https://www.panautiheritagelodge.com
Bandipur Himalayan Crown,Bandipur,Bandipur Nepal,27.9390,84.4080,+977-65-564700,4.6,150,USD,Available,https://www.bandipurhimalayancrown.com
Gorkha Royal Heritage,Gorkha,Gorkha Nepal,28.0028,84.6348,+977-64-429000,4.5,135,USD,Available,https://www.gorkharoyalheritage.com
Manaslu Mountain Crown,Gorkha,Manaslu Nepal,28.6522,84.6522,+977-64-429100,4.6,165,USD,Available,https://www.manaslumountaincrown.com
Lamjung Valley Palace,Lamjung,Lamjung Nepal,28.2365,84.3765,+977-66-527000,4.4,125,USD,Available,https://www.lamjungvalleypalace.com
Besisahar Mountain View,Lamjung,Besisahar Nepal,28.2335,84.3735,+977-66-527100,4.3,110,USD,Available,https://www.besisaharmountainview.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Annapurna Lake View Hotel,Pokhara,Lakeside Pokhara Nepal,28.2126,83.9576,+977-61-477200,4.5,145,USD,Available,https://www.annapurnalakeviewhotel.com
Pokhara Serenity Resort,Pokhara,Pokhara Nepal,28.2142,83.9562,+977-61-477300,4.4,125,USD,Available,https://www.pokharaserenityresort.com
Mountain Breeze Palace,Pokhara,Pokhara Nepal,28.2150,83.9550,+977-61-477400,4.3,110,USD,Available,https://www.mountainbreezepalace.com
Kathmandu Heritage View,Kathmandu,Thamel Nepal,27.7158,85.3128,+977-1-4708400,4.5,145,USD,Available,https://www.kathmanduheritageview.com
Thamel Royal Garden,Kathmandu,Thamel Nepal,27.7168,85.3138,+977-1-4708500,4.4,130,USD,Available,https://www.thamelroyalgarden.com
Himalayan Grand Palace,Kathmandu,Lazimpat Nepal,27.7198,85.3178,+977-1-4419500,4.6,165,USD,Available,https://www.himalayangrandpalace.com
Kathmandu Valley Inn,Kathmandu,Kathmandu Nepal,27.7140,85.3165,+977-1-4708600,4.2,95,USD,Available,https://www.kathmanduvalleyinn.com
Patan Royal Garden,Lalitpur,Patan Nepal,27.6740,85.3270,+977-1-5543000,4.5,140,USD,Available,https://www.patanroyalgarden.com
Newa Courtyard Hotel,Lalitpur,Patan Nepal,27.6732,85.3262,+977-1-5543100,4.4,125,USD,Available,https://www.newacourtyardhotel.com
Bhaktapur Heritage Crown,Bhaktapur,Bhaktapur Nepal,27.6732,85.4312,+977-1-6620800,4.5,135,USD,Available,https://www.bhaktapurheritagecrown.com
Ancient Bhaktapur Inn,Bhaktapur,Bhaktapur Nepal,27.6722,85.4305,+977-1-6620900,4.3,100,USD,Available,https://www.ancientbhaktapurinn.com
Nagarkot Himalayan Crown,Nagarkot,Nagarkot Nepal,27.7180,85.5210,+977-1-6687800,4.7,180,USD,Available,https://www.nagarkothimalayancrown.com
Nagarkot Valley Resort,Nagarkot,Nagarkot Nepal,27.7170,85.5200,+977-1-6687900,4.5,150,USD,Available,https://www.nagarkotvalleyresort.com
Dhulikhel Royal Heritage,Dhulikhel,Dhulikhel Nepal,27.6240,85.5440,+977-11-492900,4.6,155,USD,Available,https://www.dhulikhelroyalheritage.com
Panauti Heritage Lodge,Panauti,Panauti Nepal,27.5848,85.5133,+977-11-442100,4.3,105,USD,Available,https://www.panautiheritagelodge.com
Bandipur Himalayan Crown,Bandipur,Bandipur Nepal,27.9390,84.4080,+977-65-564700,4.6,150,USD,Available,https://www.bandipurhimalayancrown.com
Gorkha Royal Heritage,Gorkha,Gorkha Nepal,28.0028,84.6348,+977-64-429000,4.5,135,USD,Available,https://www.gorkharoyalheritage.com
Manaslu Mountain Crown,Gorkha,Manaslu Nepal,28.6522,84.6522,+977-64-429100,4.6,165,USD,Available,https://www.manaslumountaincrown.com
Lamjung Valley Palace,Lamjung,Lamjung Nepal,28.2365,84.3765,+977-66-527000,4.4,125,USD,Available,https://www.lamjungvalleypalace.com
Besisahar Mountain View,Lamjung,Besisahar Nepal,28.2335,84.3735,+977-66-527100,4.3,110,USD,Available,https://www.besisaharmountainview.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Manang Himalayan Crown,Manang,Manang Nepal,28.6688,84.0198,+977-66-450000,4.6,175,USD,Available,https://www.mananghimalayancrown.com
Annapurna Glacier Lodge,Manang,Annapurna Region Nepal,28.6712,84.0212,+977-66-450100,4.5,155,USD,Available,https://www.annapurnaglacierlodge.com
Mustang Desert Palace,Mustang,Jomsom Nepal,28.7820,83.7320,+977-69-449000,4.7,185,USD,Available,https://www.mustangdesertpalace.com
Kagbeni Himalayan View,Mustang,Kagbeni Nepal,28.8365,83.7835,+977-69-449100,4.5,150,USD,Available,https://www.kagbenihimalayanview.com
Marpha Mountain Crown,Mustang,Marpha Nepal,28.7515,83.6915,+977-69-449200,4.4,140,USD,Available,https://www.marphamountaincrown.com
Everest Royal Summit,Solukhumbu,Namche Nepal,27.8062,86.7112,+977-38-547000,4.7,210,USD,Available,https://www.everestroyalsummit.com
Khumbu Heritage Crown,Solukhumbu,Khumbu Nepal,27.8072,86.7132,+977-38-547100,4.6,180,USD,Available,https://www.khumbuheritagecrown.com
Lukla Himalayan Resort,Solukhumbu,Lukla Nepal,27.6882,86.7292,+977-38-547200,4.5,140,USD,Available,https://www.luklahimalayanresort.com
Chitwan Royal Jungle,Chitwan,Sauraha Nepal,27.5820,84.4955,+977-56-590000,4.6,145,USD,Available,https://www.chitwanroyaljungle.com
Sauraha Heritage Resort,Chitwan,Sauraha Nepal,27.5830,84.4965,+977-56-590100,4.5,125,USD,Available,https://www.saurahaheritageresort.com
Tharu Royal Palace,Chitwan,Sauraha Nepal,27.5840,84.4975,+977-56-590200,4.4,110,USD,Available,https://www.tharuroyalpalace.com
Lumbini Royal Serenity,Lumbini,Lumbini Nepal,27.4708,83.2768,+977-71-590000,4.6,140,USD,Available,https://www.lumbiniroyalserenity.com
Buddha Garden Palace,Lumbini,Lumbini Nepal,27.4701,83.2761,+977-71-590100,4.5,120,USD,Available,https://www.buddhagardenpalace.com
Maya Heritage Crown,Lumbini,Lumbini Nepal,27.4710,83.2759,+977-71-590200,4.4,105,USD,Available,https://www.mayaheritagecrown.com
Bhairahawa Royal Crown,Bhairahawa,Bhairahawa Nepal,27.5072,83.4562,+977-71-530000,4.5,125,USD,Available,https://www.bhairahawaroyalcrown.com
Siddhartha Heritage Inn,Bhairahawa,Bhairahawa Nepal,27.5062,83.4552,+977-71-530100,4.3,100,USD,Available,https://www.siddharthaheritageinn.com
Dharan Royal Palace,Dharan,Dharan Nepal,26.8112,87.2812,+977-25-527000,4.5,130,USD,Available,https://www.dharanroyalpalace.com
Koshi Mountain Resort,Dharan,Dharan Nepal,26.8128,87.2828,+977-25-527100,4.4,115,USD,Available,https://www.koshimountainresort.com
Ilam Himalayan Garden,Ilam,Ilam Nepal,26.9120,87.9320,+977-27-527000,4.6,155,USD,Available,https://www.ilamhimalayangarden.com
Kanyam Mountain Palace,Ilam,Kanyam Nepal,26.8820,87.9220,+977-27-527100,4.5,140,USD,Available,https://www.kanyammountainpalace.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Mai Valley Royal Resort,Ilam,Mai Valley Nepal,26.9165,87.9365,+977-27-527200,4.4,125,USD,Available,https://www.maivalleyroyalresort.com
Janakpur Royal Heritage,Janakpur,Janakpur Nepal,26.7295,85.9265,+977-41-528000,4.5,115,USD,Available,https://www.janakpurroyalheritage.com
Mithila Palace Resort,Janakpur,Janakpur Nepal,26.7285,85.9255,+977-41-528100,4.4,100,USD,Available,https://www.mithilapalaceresort.com
Sita Royal Garden,Janakpur,Janakpur Nepal,26.7280,85.9250,+977-41-528200,4.3,90,USD,Available,https://www.sitaroyalgarden.com
Palpa Mountain Heritage,Tansen,Palpa Nepal,27.8688,83.5478,+977-75-528000,4.6,150,USD,Available,https://www.palpamountainheritage.com
Srinagar Crown Resort,Tansen,Palpa Nepal,27.8692,83.5482,+977-75-528100,4.7,165,USD,Available,https://www.srinagarcrownresort.com
Tansen Royal Palace,Tansen,Palpa Nepal,27.8678,83.5468,+977-75-528200,4.4,120,USD,Available,https://www.tansenroyalpalace.com
Butwal Grand Heritage,Butwal,Butwal Nepal,27.7015,83.4515,+977-71-531000,4.5,135,USD,Available,https://www.butwalgrandheritage.com
Western Valley Crown,Butwal,Butwal Nepal,27.7005,83.4505,+977-71-531100,4.3,105,USD,Available,https://www.westernvalleycrown.com
Biratnagar Royal Heritage,Biratnagar,Biratnagar Nepal,26.4540,87.2730,+977-21-531000,4.5,125,USD,Available,https://www.biratnagarroyalheritage.com
Koshi Valley Palace,Biratnagar,Biratnagar Nepal,26.4530,87.2720,+977-21-531100,4.4,110,USD,Available,https://www.koshivalleypalace.com
Eastern Crown Hotel,Biratnagar,Biratnagar Nepal,26.4538,87.2728,+977-21-531200,4.3,95,USD,Available,https://www.easterncrownhotel.com
Pokhara Grand Heritage,Pokhara,Lakeside Pokhara Nepal,28.2124,83.9594,+977-61-478000,4.7,180,USD,Available,https://www.pokharagrandheritage.com
Fewa Royal Garden,Pokhara,Fewa Lake Nepal,28.2114,83.9584,+977-61-478100,4.6,160,USD,Available,https://www.fewaroyalgarden.com
Annapurna Palace Resort,Pokhara,Pokhara Nepal,28.2155,83.9565,+977-61-478200,4.5,145,USD,Available,https://www.annapurnapalaceresort.com
Mountain View Crown,Pokhara,Pokhara Nepal,28.2160,83.9555,+977-61-478300,4.4,125,USD,Available,https://www.mountainviewcrown.com
Kathmandu Imperial Crown,Kathmandu,Thamel Nepal,27.7160,85.3130,+977-1-4708700,4.6,170,USD,Available,https://www.kathmanduimperialcrown.com
Thamel Heritage Resort,Kathmandu,Thamel Nepal,27.7170,85.3140,+977-1-4708800,4.5,150,USD,Available,https://www.thamelheritageresort.com
Himalayan Royal Inn,Kathmandu,Lazimpat Nepal,27.7200,85.3180,+977-1-4419600,4.7,180,USD,Available,https://www.himalayanroyalinn.com
Kathmandu Valley Crown,Kathmandu,Kathmandu Nepal,27.7145,85.3168,+977-1-4708900,4.4,120,USD,Available,https://www.kathmanduvalleycrown.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Mai Valley Royal Resort,Ilam,Mai Valley Nepal,26.9165,87.9365,+977-27-527200,4.4,125,USD,Available,https://www.maivalleyroyalresort.com
Janakpur Royal Heritage,Janakpur,Janakpur Nepal,26.7295,85.9265,+977-41-528000,4.5,115,USD,Available,https://www.janakpurroyalheritage.com
Mithila Palace Resort,Janakpur,Janakpur Nepal,26.7285,85.9255,+977-41-528100,4.4,100,USD,Available,https://www.mithilapalaceresort.com
Sita Royal Garden,Janakpur,Janakpur Nepal,26.7280,85.9250,+977-41-528200,4.3,90,USD,Available,https://www.sitaroyalgarden.com
Palpa Mountain Heritage,Tansen,Palpa Nepal,27.8688,83.5478,+977-75-528000,4.6,150,USD,Available,https://www.palpamountainheritage.com
Srinagar Crown Resort,Tansen,Palpa Nepal,27.8692,83.5482,+977-75-528100,4.7,165,USD,Available,https://www.srinagarcrownresort.com
Tansen Royal Palace,Tansen,Palpa Nepal,27.8678,83.5468,+977-75-528200,4.4,120,USD,Available,https://www.tansenroyalpalace.com
Butwal Grand Heritage,Butwal,Butwal Nepal,27.7015,83.4515,+977-71-531000,4.5,135,USD,Available,https://www.butwalgrandheritage.com
Western Valley Crown,Butwal,Butwal Nepal,27.7005,83.4505,+977-71-531100,4.3,105,USD,Available,https://www.westernvalleycrown.com
Biratnagar Royal Heritage,Biratnagar,Biratnagar Nepal,26.4540,87.2730,+977-21-531000,4.5,125,USD,Available,https://www.biratnagarroyalheritage.com
Koshi Valley Palace,Biratnagar,Biratnagar Nepal,26.4530,87.2720,+977-21-531100,4.4,110,USD,Available,https://www.koshivalleypalace.com
Eastern Crown Hotel,Biratnagar,Biratnagar Nepal,26.4538,87.2728,+977-21-531200,4.3,95,USD,Available,https://www.easterncrownhotel.com
Pokhara Grand Heritage,Pokhara,Lakeside Pokhara Nepal,28.2124,83.9594,+977-61-478000,4.7,180,USD,Available,https://www.pokharagrandheritage.com
Fewa Royal Garden,Pokhara,Fewa Lake Nepal,28.2114,83.9584,+977-61-478100,4.6,160,USD,Available,https://www.fewaroyalgarden.com
Annapurna Palace Resort,Pokhara,Pokhara Nepal,28.2155,83.9565,+977-61-478200,4.5,145,USD,Available,https://www.annapurnapalaceresort.com
Mountain View Crown,Pokhara,Pokhara Nepal,28.2160,83.9555,+977-61-478300,4.4,125,USD,Available,https://www.mountainviewcrown.com
Kathmandu Imperial Crown,Kathmandu,Thamel Nepal,27.7160,85.3130,+977-1-4708700,4.6,170,USD,Available,https://www.kathmanduimperialcrown.com
Thamel Heritage Resort,Kathmandu,Thamel Nepal,27.7170,85.3140,+977-1-4708800,4.5,150,USD,Available,https://www.thamelheritageresort.com
