Place,Latitude,Longitude,District,accidents,landslide,avalanche,flood,earthquake_damage,Hospital,Police,Fire Station,Emergency_Risk,Natural_Disaster_Risk,Tourism_Risk_Index,Risk_Category
Dho Tarap Valley,29.2500,83.1000,Dolpa,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Kang La Pass Dolpa,29.4000,83.1500,Dolpa,20,20,20,0,10,0,0,0,100,100,99.0,HIGH
Juphal Airport Trail,29.2800,82.2000,Dolpa,4,7,2,3,7,10,10,3,65,70,72.0,HIGH
Dunai Village,29.0500,82.2500,Dolpa,3,5,0,6,6,20,15,5,45,55,60.0,MEDIUM
Kakot Village,29.0000,82.3000,Dolpa,7,10,4,3,8,5,5,2,70,75,78.0,HIGH
Jumla Chandannath Temple,29.2800,82.1800,Jumla,2,4,0,5,5,40,30,10,25,40,45.0,MEDIUM
Jumla Sinja Valley,29.3000,82.0000,Jumla,8,12,4,5,8,5,5,2,70,75,78.0,HIGH
Rara-Jumla Trek Route,29.4000,82.1000,Jumla,12,16,8,3,9,0,0,0,100,90,92.0,HIGH
Patmara Village,29.3500,82.2000,Jumla,6,10,3,4,7,5,5,2,65,70,72.0,HIGH
Sinja Civilization Site,29.3200,82.0000,Jumla,2,3,0,4,5,40,30,10,25,40,45.0,MEDIUM
Khalanga View Point,29.2800,82.1800,Jumla,3,5,0,4,5,30,25,10,35,45,50.0,MEDIUM
Humla Limi Valley,30.0000,81.8000,Humla,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Simikot Village,29.9700,81.8200,Humla,5,8,3,2,8,10,10,3,65,70,72.0,HIGH
Limi Pass Trail,30.1000,81.7000,Humla,20,20,20,0,10,0,0,0,100,100,99.0,HIGH
Hilsa Border Route,30.1500,81.2200,Humla,12,16,8,0,9,0,0,0,100,90,92.0,HIGH
Yari Village,30.0500,81.6000,Humla,10,15,6,0,8,0,0,0,100,85,88.0,HIGH
Api Base Camp,29.9000,80.9500,Darchula,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Api Himal Route,29.9500,80.9000,Darchula,20,20,20,0,10,0,0,0,100,100,99.0,HIGH
Malikarjun Temple,29.8500,80.5500,Darchula,2,4,0,8,5,40,30,10,25,45,50.0,MEDIUM
Khalanga Darchula View,29.8400,80.5500,Darchula,3,5,0,6,5,40,30,10,25,40,45.0,MEDIUM
Mahakali River Camp,29.8000,80.5000,Darchula,6,3,0,20,5,20,15,5,55,70,75.0,HIGH
Khaptad National Park,29.3000,81.1500,Achham,8,12,0,5,8,5,5,2,70,75,78.0,HIGH
Khaptad Plateau Trail,29.3500,81.2000,Achham,10,15,2,4,8,0,0,0,100,85,88.0,HIGH
Saileshwari Temple,29.3500,81.2500,Achham,2,3,0,5,4,50,40,15,15,30,35.0,LOW
Badimalika Temple Route,29.4000,81.3000,Bajura,15,18,10,2,9,0,0,0,100,95,95.0,HIGH
Badimalika Meadow Camp,29.4500,81.3500,Bajura,18,20,15,0,10,0,0,0,100,100,98.0,HIGH
Budhinanda Lake,29.5000,81.4500,Bajura,12,16,8,1,9,0,0,0,100,90,92.0,HIGH
Rukum Syarpu Lake,28.9500,82.2500,Rukum West,3,7,2,5,6,2,2,0,75,65,69.0,HIGH
Sisne Himal View,28.7000,82.6000,Rukum West,8,16,12,2,10,0,0,0,100,100,100.0,HIGH
Musikot Bazaar,28.6200,82.4800,Rukum West,2,5,0,4,5,8,6,2,50,45,47.0,MEDIUM
Jaljala Rukum Trail,28.8000,82.5000,Rukum West,7,15,10,2,9,0,0,0,100,95,98.0,HIGH
Kakrebihar Surkhet,28.6000,81.6000,Surkhet,1,2,0,3,4,15,12,3,25,25,25.0,LOW
Bulbule Lake Surkhet,28.6000,81.6300,Surkhet,1,1,0,4,3,20,15,5,15,20,17.0,LOW
Bheri River Surkhet,28.6000,81.8000,Surkhet,6,2,0,15,3,3,3,1,80,70,75.0,HIGH
Dailekh Dullu Heritage,28.8500,81.7000,Dailekh,3,8,2,5,7,1,1,0,85,80,82.0,HIGH
Jwala Malika Dailekh,28.9500,81.7000,Dailekh,3,7,1,4,6,2,2,0,75,70,73.0,HIGH
Panchdeval Temple,28.8500,81.7000,Dailekh,1,3,0,4,5,10,8,2,35,35,35.0,MEDIUM
Jajarkot Nalgad River,28.6500,82.2500,Jajarkot,5,3,0,14,4,3,3,1,75,70,73.0,HIGH
Nalgad Valley,28.7000,82.2000,Jajarkot,3,8,2,6,7,1,1,0,85,80,82.0,HIGH
Dolpa Phoksundo Lake,29.2000,82.9500,Dolpa,8,17,13,2,10,0,0,0,100,100,100.0,HIGH
Shey Gompa,29.3500,82.9500,Dolpa,10,19,18,1,10,0,0,0,100,100,100.0,HIGH
Dho Tarap Valley,29.1000,83.0000,Dolpa,8,17,14,1,10,0,0,0,100,100,100.0,HIGH
Dunai Village,29.0000,82.8200,Dolpa,2,6,1,4,7,5,4,1,65,60,62.0,MEDIUM
Juphal Airport Area,29.2800,82.1800,Dolpa,3,8,2,3,6,2,2,0,80,75,78.0,HIGH
Mugu Rara Lake,29.5269,82.0835,Mugu,5,8,1,5,6,0,0,0,100,95,98.0,HIGH
Rara View Tower,29.5300,82.0800,Mugu,3,6,0,4,5,5,5,1,60,55,57.0,MEDIUM
Gamgadhi Bazaar,29.5200,82.0800,Mugu,2,6,1,5,6,5,4,1,60,60,60.0,MEDIUM
Humla Simikot,29.9700,81.8200,Humla,3,8,4,2,7,1,1,0,90,80,84.0,HIGH
Limi Valley,30.1500,81.2500,Humla,10,19,18,1,10,0,0,0,100,100,100.0,HIGH
Yari Village Humla,30.0000,81.4500,Humla,8,17,14,1,10,0,0,0,100,100,100.0,HIGH
Saipal Himal,30.0000,81.2000,Bajhang,10,19,18,1,10,0,0,0,100,100,100.0,HIGH
Bajura Badimalika,29.5000,81.4000,Bajura,8,16,12,2,10,0,0,0,100,100,100.0,HIGH
Martadi Bazaar,29.4200,81.6000,Bajura,4,10,3,4,7,1,1,0,90,85,87.0,HIGH
Ramaroshan Area,29.3000,81.0500,Achham,5,11,3,5,7,1,1,0,90,85,87.0,HIGH
Sanphebagar,29.2500,81.2000,Achham,1,4,0,8,4,10,8,2,40,45,42.0,MEDIUM
Khaptad National Park,29.2500,81.1000,Doti,6,13,5,3,8,0,1,0,95,85,89.0,HIGH
Khaptad Ashram,29.2700,81.1200,Doti,3,7,1,3,6,2,2,0,75,65,69.0,HIGH
Silgadhi Doti,29.2600,80.9800,Doti,1,4,0,5,5,8,6,2,50,45,47.0,MEDIUM
Mahakali River Darchula,29.2500,80.6000,Darchula,4,1,0,16,3,5,4,1,75,70,73.0,HIGH
Api Himal Base,29.8500,80.9000,Darchula,9,18,16,1,10,0,0,0,100,100,100.0,HIGH
Tinkar Pass,30.0000,80.7000,Darchula,10,18,17,1,10,0,0,0,100,100,100.0,HIGH
Khalanga Darchula,29.3000,80.6000,Darchula,2,5,0,7,5,8,6,2,55,55,55.0,MEDIUM
Shuklaphanta National Park,28.9000,80.2500,Kanchanpur,3,0,0,12,2,10,8,2,45,45,45.0,MEDIUM
Ghodaghodi Lake,28.7000,80.9500,Kailali,2,0,0,15,2,15,12,3,45,55,50.0,MEDIUM
Karnali Dolphin Area,28.6000,81.0000,Kailali,4,0,0,18,3,8,6,2,65,70,68.0,HIGH
Tikapur Park,28.5200,81.1200,Kailali,1,0,0,8,2,20,15,5,20,30,25.0,LOW
Bardiya National Park,28.4000,81.3000,Bardiya,3,0,0,10,2,12,10,3,40,45,42.0,MEDIUM
Thakurdwara Village,28.4500,81.3000,Bardiya,2,0,0,10,2,15,12,3,35,40,38.0,MEDIUM
Koshi Tappu Wildlife Reserve,26.7000,87.0000,Sunsari,4,0,0,18,2,8,6,2,60,65,62.0,MEDIUM
Dharan Bhedetar,26.8000,87.2800,Sunsari,1,3,0,2,3,20,15,5,15,20,17.0,LOW
Barahachhetra Temple,26.8500,87.1500,Sunsari,1,0,0,10,2,20,15,5,25,35,30.0,LOW
Place,Latitude,Longitude,District,accidents,landslide,avalanche,flood,earthquake_damage,Hospital,Police,Fire Station,Emergency_Risk,Natural_Disaster_Risk,Tourism_Risk_Index,Risk_Category
Phoksundo View Camp,29.1900,82.9500,Dolpa,14,18,12,0,10,0,0,0,100,95,95.0,HIGH
Ringmo Village Dolpa,29.1800,82.9700,Dolpa,8,12,4,2,8,5,5,2,70,75,78.0,HIGH
Suli Gad Waterfall,29.1500,82.9000,Dolpa,10,15,6,3,8,0,0,0,100,85,88.0,HIGH
Dho Tarap Monastery,29.2500,83.1000,Dolpa,12,16,8,0,9,0,0,0,100,90,92.0,HIGH
Crystal Mountain Route,29.3500,82.9500,Dolpa,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Saldang Village,29.4000,83.0000,Dolpa,15,18,12,0,10,0,0,0,100,95,95.0,HIGH
Tinje Valley,29.5000,83.1500,Dolpa,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Mukot Himal Camp,29.5500,83.2000,Dolpa,20,20,20,0,10,0,0,0,100,100,99.0,HIGH
Jumla Rara Trek Camp,29.3500,82.1000,Jumla,12,16,8,2,9,0,0,0,100,90,92.0,HIGH
Guthichaur Valley,29.3500,82.2500,Jumla,7,10,3,3,7,5,5,2,65,70,72.0,HIGH
Chere Chaur View,29.3000,82.1500,Jumla,5,8,2,4,6,10,10,3,65,70,72.0,HIGH
Kankasundari Temple,29.4000,82.3000,Jumla,2,4,0,5,5,40,30,10,25,40,45.0,MEDIUM
Sinja Valley Trail,29.3200,82.0000,Jumla,8,12,4,5,8,5,5,2,70,75,78.0,HIGH
Tila River Camp,29.2500,82.2000,Jumla,6,4,0,18,5,20,15,5,55,70,75.0,HIGH
Patrasi Himalayan Trail,29.4500,82.3500,Jumla,15,18,10,1,9,0,0,0,100,95,95.0,HIGH
Simikot Airport Route,29.9700,81.8200,Humla,4,7,3,2,7,10,10,3,65,70,72.0,HIGH
Limi Valley Camp,30.0000,81.7000,Humla,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Yari Pass Trail,30.0500,81.6000,Humla,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Namkha Khyung Valley,30.1000,81.5000,Humla,20,20,20,0,10,0,0,0,100,100,99.0,HIGH
Kermi Hot Spring,29.9000,81.7000,Humla,5,8,0,6,6,10,10,3,65,70,72.0,HIGH
Api Nampa Conservation Area,29.9500,80.9500,Darchula,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Khalanga Darchula Trail,29.8400,80.5500,Darchula,4,6,0,10,5,30,25,10,35,50,55.0,MEDIUM
Malikarjun Heritage Route,29.8500,80.6000,Darchula,2,3,0,5,4,50,40,15,15,30,35.0,LOW
Mahakali River Adventure Camp,29.8000,80.5000,Darchula,7,4,0,20,5,20,15,5,55,75,80.0,HIGH
Shivnath Temple Area,29.7000,80.7000,Darchula,2,3,0,7,4,50,40,15,15,30,35.0,LOW
Khaptad National Park Center,29.3000,81.2000,Achham,8,12,2,4,8,5,5,2,70,75,78.0,HIGH
Khaptad Lake Trail,29.3300,81.2200,Achham,10,15,5,3,9,0,0,0,100,90,92.0,HIGH
Tribeni Khaptad Route,29.2500,81.1500,Achham,6,10,2,5,7,5,5,2,65,70,72.0,HIGH
Badimalika Base Route,29.4000,81.3000,Bajura,15,18,12,1,10,0,0,0,100,95,95.0,HIGH
Badimalika Meadow,29.4500,81.3500,Bajura,18,20,15,0,10,0,0,0,100,100,98.0,HIGH
Budhinanda Lake Camp,29.5000,81.4500,Bajura,12,16,8,2,9,0,0,0,100,90,92.0,HIGH
Martadi View Point,29.4000,81.2500,Bajura,3,5,0,5,5,30,25,10,35,45,50.0,MEDIUM
Ramaroshan Lake,29.1000,81.3500,Achham,8,12,3,5,7,5,5,2,70,75,78.0,HIGH
Jaljala Bajura Trail,29.3500,81.5000,Bajura,10,15,6,2,8,0,0,0,100,85,88.0,High
Pashupatinath Temple,27.7100,85.3480,Kathmandu,1,0,0,2,4,60,50,15,5,10,8.0,LOW
Swayambhunath Stupa,27.7149,85.2900,Kathmandu,1,1,0,2,5,50,40,12,10,15,12.0,LOW
Boudhanath Stupa,27.7215,85.3620,Kathmandu,0,0,0,2,3,60,50,15,5,10,8.0,LOW
Kathmandu Durbar Square,27.7048,85.3076,Kathmandu,2,0,0,3,8,60,50,15,15,20,18.0,LOW
Garden of Dreams,27.7120,85.3150,Kathmandu,0,0,0,1,3,70,60,20,5,5,6.0,LOW
Narayanhiti Museum,27.7150,85.3180,Kathmandu,0,0,0,1,3,70,60,20,5,5,6.0,LOW
Chandragiri Hills,27.6800,85.2000,Kathmandu,3,7,0,3,5,15,12,3,40,45,42.0,MEDIUM
Kirtipur Old City,27.6700,85.2800,Kathmandu,1,2,0,2,5,30,25,8,15,20,17.0,LOW
Nagarkot View Tower,27.7150,85.5200,Bhaktapur,2,5,0,3,5,15,12,3,50,45,47.0,MEDIUM
Bhaktapur Durbar Square,27.6710,85.4298,Bhaktapur,1,0,0,2,8,50,40,12,10,15,12.0,LOW
Changunarayan Temple,27.7160,85.4270,Bhaktapur,2,3,0,3,6,25,20,5,25,30,28.0,LOW
Sanga View Point,27.6750,85.4300,Bhaktapur,2,4,0,3,5,20,15,5,35,35,35.0,MEDIUM
Dhulikhel Old Town,27.6200,85.5400,Kavrepalanchok,1,3,0,3,5,20,15,5,30,35,32.0,LOW
Namobuddha Monastery,27.5600,85.5800,Kavrepalanchok,3,6,0,4,6,10,8,2,55,60,58.0,MEDIUM
Panauti Heritage Area,27.5850,85.5100,Kavre,1,2,0,5,6,20,15,5,30,35,32.0,LOW
Gosaikunda Alternative Trail,28.1000,85.4000,Rasuwa,7,15,12,2,9,0,0,0,100,98,99.0,HIGH
Tamang Heritage Trail,28.1500,85.3500,Rasuwa,6,14,10,2,9,0,0,0,100,95,98.0,HIGH
Ganesh Himal Route,28.2000,85.0000,Dhading,8,16,13,2,10,0,0,0,100,100,100.0,HIGH
Ruby Valley Trek,28.2000,85.1000,Dhading,7,15,10,2,9,0,0,0,100,95,98.0,HIGH
Salyantar Area,28.1000,84.9000,Dhading,3,7,1,5,7,3,3,1,70,65,68.0,HIGH
Dhading Besi,28.0100,84.8700,Dhading,1,3,0,4,6,15,12,3,30,35,32.0,LOW
Malekhu River,27.9500,84.8500,Dhading,5,2,0,16,4,3,3,1,80,75,78.0,HIGH
Siddha Cave,27.9000,84.8000,Tanahun,2,2,0,3,5,15,12,3,35,35,35.0,MEDIUM
Bandipur Bazaar,27.9400,84.4200,Tanahun,1,3,0,3,5,20,15,5,30,35,32.0,LOW
Thani Mai Temple,27.9300,84.4200,Tanahun,1,2,0,3,4,15,12,3,25,30,27.0,LOW
Damauli River Area,27.9800,84.2600,Tanahun,3,1,0,14,3,8,6,2,65,70,68.0,HIGH
Muglin River Route,27.8500,84.5500,Chitwan,7,1,0,18,4,5,4,1,90,75,84.0,HIGH
Chitwan National Park,27.5291,84.3542,Chitwan,8,2,0,10,4,89,28,0,0,50,30.0,MEDIUM
Sauraha Tourism Area,27.5800,84.5000,Chitwan,2,0,0,8,2,20,15,5,20,25,22.0,LOW
Rapti River Chitwan,27.5800,84.5000,Chitwan,4,0,0,15,2,10,8,2,55,60,58.0,MEDIUM
Devghat Dham,27.9500,84.4200,Tanahun,1,1,0,8,3,20,15,5,30,35,32.0,LOW
Madi River Camp,27.7000,84.6000,Chitwan,4,0,0,14,3,8,6,2,60,55,58.0,MEDIUM
Gorkha Manakamana Cable Area,27.9500,84.5800,Gorkha,2,5,0,5,6,10,8,2,50,45,47.0,MEDIUM
Chepang Hill Trail,27.8000,84.6000,Chitwan,5,10,2,4,7,1,1,0,90,80,84.0,HIGH
Kushma Bridge Area,28.2100,83.6800,Parbat,4,2,0,12,4,5,4,1,70,65,68.0,HIGH
Gupteshwor Cave Parbat,28.2200,83.6800,Parbat,2,3,0,3,5,10,8,2,40,35,37.0,MEDIUM
Dhorpatan Hunting Reserve,28.3000,83.0000,Baglung,8,16,10,3,9,0,0,0,100,95,98.0,HIGH
Panchakot Baglung,28.2600,83.6000,Baglung,3,8,2,4,6,2,2,0,80,75,78.0,HIGH
Baglung Kalika Temple,28.2700,83.5900,Baglung,1,3,0,3,5,12,10,3,30,30,30.0,LOW
Taman Khola Area,28.4500,83.0000,Baglung,6,14,8,2,9,0,0,0,100,95,98.0,HIGH
Galeshwor Temple,28.3500,83.6000,Myagdi,1,3,0,5,5,10,8,2,45,40,42.0,MEDIUM
Cheskam Village Homestay,27.5200,86.7000,Solukhumbu,7,12,5,2,8,12,8,3,70,75,78.0,HIGH
Bung Village Trail,27.6000,86.7500,Solukhumbu,9,15,6,1,9,5,5,2,80,85,88.0,HIGH
Pawai Rural Route,27.5500,86.8500,Solukhumbu,5,10,3,3,7,10,8,3,65,70,72.0,HIGH
Kaku Village Viewpoint,27.5800,86.6500,Solukhumbu,3,6,0,2,6,20,15,5,45,55,60.0,MEDIUM
Jubing Village Trail,27.6000,86.6500,Solukhumbu,6,11,3,2,7,10,8,3,65,70,72.0,HIGH
Necha Rural Tourism Area,27.4500,86.5800,Solukhumbu,2,5,0,4,5,30,25,10,35,45,50.0,MEDIUM
Taklung Village Route,27.4200,86.6200,Solukhumbu,4,8,2,3,6,20,15,5,45,55,60.0,MEDIUM
Barpak Rural Homestay,28.2000,84.7500,Gorkha,10,15,5,3,9,8,5,2,75,85,88.0,HIGH
Laprak Village Trail,28.2500,84.7000,Gorkha,12,16,8,2,9,5,5,2,85,90,92.0,HIGH
Larpak Community Route,28.2600,84.7200,Gorkha,8,13,5,3,8,10,8,3,70,80,82.0,HIGH
Prok Village Camp,28.5800,84.7000,Gorkha,11,15,8,1,9,0,0,0,100,90,92.0,HIGH
Nubri Valley Settlement,28.6000,84.6500,Gorkha,15,18,12,0,10,0,0,0,100,95,95.0,HIGH
Chumchet Village,28.5700,84.6200,Gorkha,13,17,10,0,9,0,0,0,100,95,95.0,HIGH
Sirdibas Village Trail,28.5200,84.6500,Gorkha,9,14,6,2,8,5,5,2,75,80,85.0,HIGH
Bihi Village Route,28.6200,84.7200,Gorkha,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Nile Village Manang,28.9500,84.3500,Manang,12,16,8,0,9,0,0,0,100,90,92.0,HIGH
Phu Village Settlement,28.9600,84.3500,Manang,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Khangsar Village,28.6500,84.0000,Manang,8,12,5,1,8,5,5,2,70,75,78.0,HIGH
Ngawal Village View,28.7000,84.0200,Manang,5,8,2,2,7,10,8,3,65,70,72.0,HIGH
Gyaru Village Trail,28.7200,84.0500,Manang,7,12,5,1,8,5,5,2,75,80,85.0,HIGH
Tachai Village Mustang,29.1000,83.9000,Mustang,6,10,3,0,8,5,5,2,70,75,78.0,HIGH
Yara Rural Settlement,29.1500,83.9000,Mustang,10,15,6,0,9,0,0,0,100,85,88.0,HIGH
Tangya Village,29.1800,83.8500,Mustang,9,14,5,0,8,0,0,0,100,85,88.0,HIGH
Namkha Rural Trail,29.2200,83.9200,Mustang,12,16,8,0,9,0,0,0,100,90,92.0,HIGH
Dhee Village Route,29.1200,83.8200,Mustang,7,12,4,0,8,5,5,2,70,75,78.0,HIGH
Choser Rural Cave Area,29.2500,83.9500,Mustang,5,8,2,0,7,10,8,3,65,70,72.0,HIGH
Lupra Village,28.8200,83.7200,Mustang,4,7,0,2,6,15,10,3,55,65,68.0,MEDIUM
Kobang Rural Area,28.7000,83.6500,Mustang,3,5,0,5,5,20,15,5,45,55,60.0,MEDIUM
Tukuche Village Trail,28.7300,83.6900,Mustang,5,8,2,3,6,15,10,3,55,65,68.0,MEDIUM
Sikha Village Homestay,28.5000,83.6500,Myagdi,4,8,0,5,6,20,15,5,45,55,60.0,MEDIUM
Nangi Rural Village,28.4500,83.5500,Myagdi,6,10,3,4,7,10,8,3,65,70,72.0,HIGH
Mohare Danda Trail,28.4500,83.6000,Myagdi,8,12,5,3,8,5,5,2,70,75,78.0,HIGH
Khimkhola Settlement,28.4200,83.5800,Myagdi,3,6,0,6,5,25,20,5,40,50,55.0,MEDIUM
Rakhubang Village,28.4000,83.6000,Myagdi,5,9,2,5,6,15,10,3,60,65,68.0,HIGH
Takura Village Trail,28.3500,83.5500,Myagdi,4,7,0,8,6,20,15,5,45,60,65.0,HIGH
Dhorpatan Valley,28.3000,83.0000,Baglung,8,16,10,3,9,0,0,0,100,95,98.0,HIGH
Dhaulagiri View Baglung,28.4000,83.4500,Baglung,7,15,12,2,9,0,0,0,100,98,99.0,HIGH
Galkot Palace,28.2200,83.4200,Baglung,2,5,0,4,6,8,6,2,55,50,52.0,MEDIUM
Panchase Hill,28.2300,83.8000,Parbat,3,7,1,3,5,5,4,1,55,60,58.0,MEDIUM
Kushma Suspension Bridge,28.2100,83.6800,Parbat,4,2,0,12,3,10,8,2,65,65,65.0,HIGH
Modi River Area,28.3000,83.7000,Parbat,5,2,0,14,4,5,4,1,75,70,73.0,HIGH
Mahashila Rural Trail,28.2000,83.6500,Parbat,3,8,2,4,6,2,2,0,80,75,78.0,HIGH
Muldai View Point,28.4200,83.7200,Myagdi,6,14,8,2,9,0,0,0,100,95,98.0,HIGH
Mohare Danda,28.4200,83.6500,Myagdi,5,12,6,2,8,0,0,0,100,90,96.0,HIGH
Ghandruk Village,28.3700,83.8000,Kaski,2,5,0,3,5,8,6,2,50,45,47.0,MEDIUM
Chhomrong Village,28.5200,83.8200,Kaski,5,12,8,2,8,1,1,0,95,90,93.0,HIGH
Sinuwa Trail,28.5200,83.8500,Kaski,6,14,9,2,9,0,0,0,100,95,98.0,HIGH
Jhinu Danda Hot Spring,28.4700,83.8200,Kaski,3,6,0,4,5,5,4,1,60,55,58.0,MEDIUM
Deurali Annapurna Route,28.5400,83.8500,Kaski,8,17,14,1,10,0,0,0,100,100,100.0,HIGH
Machhapuchhre Model Trek,28.5000,84.0000,Kaski,8,16,12,1,10,0,0,0,100,100,100.0,HIGH
Lamachaur Area,28.2600,83.9500,Kaski,1,2,0,4,3,20,15,5,15,20,17.0,LOW
Bindabasini Temple,28.2400,83.9900,Kaski,1,0,0,2,4,40,35,10,5,10,8.0,LOW
Pumdikot Shiva Statue,28.1600,83.9200,Kaski,2,4,0,3,5,15,12,3,35,40,37.0,MEDIUM
Kahun Danda,28.2500,84.0000,Kaski,2,5,0,3,5,10,8,2,50,45,47.0,MEDIUM
Tansen Srinagar,27.8700,83.5500,Palpa,1,3,0,3,4,12,10,3,30,30,30.0,LOW
Bhagwati Temple Palpa,27.8600,83.5500,Palpa,1,2,0,3,4,15,12,3,25,30,27.0,LOW
Ridi Khola Area,27.8500,83.8500,Gulmi,4,2,0,13,3,5,4,1,70,65,68.0,HIGH
Gulmi Tamghas,28.0800,83.2500,Gulmi,2,5,0,4,5,8,6,2,50,45,47.0,MEDIUM
Arghakhanchi Supa Deurali,28.1000,83.1200,Arghakhanchi,2,5,0,4,5,8,6,2,45,40,42.0,MEDIUM
Sandhikharka Bazaar,28.1000,83.1200,Arghakhanchi,1,3,0,4,5,12,10,3,30,35,32.0,LOW
Swargadwari Temple,28.0900,82.7500,Pyuthan,3,5,0,4,5,8,6,2,55,50,52.0,MEDIUM
Jhimruk River,28.1000,82.7000,Pyuthan,4,1,0,14,3,3,3,1,70,65,68.0,HIGH
Rolpa Thawang,28.5000,82.7000,Rolpa,5,12,5,3,8,0,1,0,95,85,89.0,HIGH
Jaljala Rolpa,28.3500,82.6000,Rolpa,6,14,8,2,9,0,0,0,100,95,98.0,HIGH
Rukum East Dhorpatan,28.7000,83.0000,Rukum East,8,16,12,2,10,0,0,0,100,100,100.0,HIGH
Sisne Himal Rukum East,28.7000,82.6000,Rukum East,9,18,15,1,10,0,0,0,100,100,100.0,HIGH
Kamalamai Sindhuli,27.2500,85.9700,Sindhuli,2,4,0,7,5,10,8,2,50,50,50.0,MEDIUM
Sindhuli Gadhi,27.2700,85.9700,Sindhuli,1,3,0,5,5,12,10,3,35,35,35.0,LOW
Bardibas Area,26.9800,85.9200,Mahottari,1,0,0,10,3,25,20,5,25,35,30.0,LOW
Jaleshwar Temple,26.6500,85.8000,Mahottari,1,0,0,12,2,20,15,5,30,40,35.0,LOW
Janakpur Dham,26.7300,85.9200,Dhanusha,0,0,0,8,2,50,40,10,10,20,15.0,LOW
Ram Mandir Janakpur,26.7300,85.9300,Dhanusha,0,0,0,6,2,40,35,8,10,15,12.0,LOW
Parsa Wildlife Reserve,27.2500,84.8500,Parsa,3,0,0,10,2,10,8,2,45,45,45.0,MEDIUM
Birgunj Heritage Area,27.0100,84.8800,Parsa,1,0,0,8,2,35,30,8,15,20,17.0,LOW
Bara Gadhimai Area,27.0500,85.0000,Bara,1,0,0,10,2,25,20,5,20,30,25.0,LOW
Simara Tourism Area,27.1600,84.9800,Bara,1,0,0,7,2,30,25,8,10,15,12.0,LOW
Hetauda Martyr Memorial,27.4300,85.0300,Makwanpur,1,2,0,5,5,25,20,5,20,30,25.0,LOW
Chisapani Makwanpur,27.5500,85.1000,Makwanpur,4,10,3,4,7,1,1,0,90,80,84.0,HIGH
Daman View Tower,27.6000,85.1000,Makwanpur,3,8,2,3,6,5,4,1,70,70,70. HIGH
Narchyang Village Trail,28.5600,83.6500,Myagdi,8,12,4,5,8,5,5,2,70,75,78.0,HIGH
Dana Rural Hot Spring,28.4900,83.6300,Myagdi,3,5,0,12,5,25,20,5,40,55,60.0,MEDIUM
Kuhu Village Route,28.3500,83.5000,Myagdi,5,9,2,4,7,15,10,3,60,65,68.0,HIGH
Muna Village Trail,28.4700,83.4500,Myagdi,6,11,3,3,7,10,8,3,65,70,72.0,HIGH
Ghorepani Rural Settlement,28.4000,83.6900,Myagdi,7,10,2,4,7,15,10,3,60,70,72.0,HIGH
Chimkhola Village,28.4300,83.5200,Myagdi,4,8,1,5,6,20,15,5,50,60,65.0,HIGH
Galeshwor Rural Temple,28.3500,83.5500,Myagdi,2,3,0,8,4,60,50,20,15,35,40.0,MEDIUM
Khibang Village,28.5200,83.4200,Myagdi,8,12,5,3,8,5,5,2,70,75,78.0,HIGH
Dhaulagiri Rural Camp,28.7500,83.3000,Myagdi,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Gurja Khani Village,28.6000,83.3500,Myagdi,10,15,8,1,9,0,0,0,100,90,92.0,HIGH
Lulang Village Trail,28.6000,83.5000,Myagdi,7,12,3,4,8,5,5,2,70,75,78.0,HIGH
Kuna Rural Viewpoint,28.5500,83.4000,Myagdi,4,7,0,4,6,20,15,5,45,55,60.0,MEDIUM
Dhorpatan Village Route,28.5000,83.0000,Baglung,12,16,8,4,9,0,0,0,100,90,92.0,HIGH
Galkot Rural Heritage Area,28.2200,83.4200,Baglung,3,5,0,7,5,50,40,15,20,35,40.0,MEDIUM
Nisi Village Trail,28.3500,83.0000,Baglung,8,13,4,3,8,5,5,2,70,80,82.0,HIGH
Tamankhola Route,28.4200,83.0500,Baglung,9,14,5,3,8,5,5,2,75,85,88.0,HIGH
Bungkot Village,28.2500,83.6500,Baglung,4,7,0,6,5,25,20,5,40,50,55.0,MEDIUM
Righa Rural Trail,28.3000,83.4500,Baglung,5,10,2,4,7,15,10,3,60,65,68.0,HIGH
Balewa Village View,28.2200,83.6200,Baglung,2,4,0,5,4,50,40,15,15,30,35.0,LOW
Parbat Rural Homestay,28.2500,83.7000,Parbat,3,6,0,8,5,40,30,10,25,45,50.0,MEDIUM
Durlung Village,28.2500,83.6500,Parbat,4,8,0,5,6,25,20,5,45,55,60.0,MEDIUM
Bajung Rural Trail,28.2800,83.7000,Parbat,5,9,2,4,7,15,10,3,60,65,68.0,HIGH
Ramja Village Route,28.3000,83.6800,Parbat,3,5,0,6,5,30,25,10,35,45,50.0,MEDIUM
